20200327 06:34:54 UTC
China,80967.0,81340.0,1055.653
S.Korea,8652.0,9241.0,73.672
Qatar,470.0,549.0,31.230
Belarus,69.0,86.0,22.031
Kuwait,159.0,208.0,18.062
Ethiopia,9.0,12.0,16.866
Jamaica,19.0,26.0,15.469
Japan,963.0,1387.0,13.299
SanMarino,144.0,208.0,13.195
SriLanka,73.0,106.0,13.009
Brunei,78.0,114.0,12.786
Denmark,1255.0,1877.0,12.054
Iran,19644.0,29406.0,12.027
Bahrain,298.0,458.0,11.290
Guadeloupe,45.0,73.0,10.029
Venezuela,65.0,107.0,9.734
Slovenia,341.0,562.0,9.711
Slovakia,137.0,226.0,9.693
Vietnam,91.0,153.0,9.338
Italy,47021.0,80589.0,9.006
Norway,1950.0,3370.0,8.869
Sweden,1639.0,2840.0,8.826
Egypt,285.0,495.0,8.789
FaeroeIslands,80.0,140.0,8.670
Palestine,48.0,84.0,8.670
HongKong,256.0,453.0,8.502
Singapore,385.0,683.0,8.464
Georgia,44.0,79.0,8.290
Greece,495.0,892.0,8.239
Macao,17.0,31.0,8.076
Mongolia,6.0,11.0,8.005
Iraq,208.0,382.0,7.982
Taiwan,135.0,252.0,7.774
FrenchGuiana,15.0,28.0,7.774
Estonia,283.0,538.0,7.553
Cambodia,51.0,98.0,7.429
Total:,275125.0,531799.0,7.362
Cyprus,75.0,146.0,7.284
Iceland,409.0,802.0,7.205
Malaysia,1030.0,2031.0,7.146
Liechtenstein,28.0,56.0,7.000
Guam,14.0,28.0,7.000
EquatorialGuinea,6.0,12.0,7.000
CostaRica,113.0,231.0,6.786
Bulgaria,127.0,264.0,6.631
Lebanon,177.0,368.0,6.629
Guatemala,12.0,25.0,6.611
Malta,64.0,134.0,6.566
Finland,450.0,958.0,6.421
Armenia,136.0,290.0,6.408
BosniaandHerzegovina,89.0,191.0,6.354
Uruguay,110.0,238.0,6.287
Tanzania,6.0,13.0,6.275
Kazakhstan,52.0,113.0,6.251
Switzerland,5407.0,11811.0,6.210
Latvia,111.0,244.0,6.160
Bangladesh,20.0,44.0,6.154
Peru,263.0,580.0,6.135
Germany,19848.0,43938.0,6.106
Senegal,47.0,105.0,6.036
Oman,48.0,109.0,5.916
Uzbekistan,33.0,75.0,5.910
Paraguay,18.0,41.0,5.894
Czechia,833.0,1925.0,5.792
France,12612.0,29155.0,5.790
UAE,140.0,333.0,5.600
Pakistan,501.0,1201.0,5.550
Indonesia,369.0,893.0,5.490
Netherlands,2994.0,7431.0,5.337
Albania,70.0,174.0,5.329
Jordan,85.0,212.0,5.309
Martinique,32.0,81.0,5.224
Austria,2649.0,6909.0,5.061
NorthMacedonia,76.0,201.0,4.989
Ireland,683.0,1819.0,4.953
Togo,9.0,24.0,4.947
Moldova,66.0,177.0,4.918
Spain,21510.0,57786.0,4.910
FrenchPolynesia,11.0,30.0,4.836
SaintMartin,4.0,11.0,4.796
Belgium,2257.0,6235.0,4.775
Azerbaijan,44.0,122.0,4.758
Honduras,24.0,67.0,4.726
DRC,18.0,51.0,4.659
Poland,425.0,1221.0,4.598
Mexico,164.0,475.0,4.563
India,249.0,727.0,4.528
UK,3983.0,11658.0,4.518
Rwanda,17.0,50.0,4.498
SaudiArabia,344.0,1012.0,4.497
Andorra,75.0,224.0,4.434
Monaco,11.0,33.0,4.417
Luxembourg,484.0,1453.0,4.414
Chile,434.0,1306.0,4.404
Hungary,85.0,261.0,4.325
Philippines,230.0,707.0,4.321
Brazil,970.0,2985.0,4.317
Thailand,322.0,1045.0,4.122
Ecuador,426.0,1403.0,4.071
Russia,253.0,840.0,4.043
Romania,308.0,1029.0,4.022
Panama,200.0,674.0,3.994
Serbia,135.0,457.0,3.979
Colombia,145.0,491.0,3.978
Portugal,1020.0,3544.0,3.896
Australia,877.0,3050.0,3.893
Morocco,79.0,275.0,3.890
Gibraltar,10.0,35.0,3.873
Tunisia,54.0,197.0,3.749
Argentina,158.0,589.0,3.687
Cameroon,20.0,75.0,3.671
Canada,1077.0,4043.0,3.668
BurkinaFaso,40.0,152.0,3.634
Croatia,130.0,495.0,3.629
Bolivia,16.0,61.0,3.626
Israel,705.0,2693.0,3.620
Algeria,94.0,367.0,3.562
Afghanistan,24.0,94.0,3.554
Barbados,6.0,24.0,3.500
Cuba,16.0,67.0,3.388
USA,19382.0,85377.0,3.272
Kenya,7.0,31.0,3.261
SouthAfrica,202.0,927.0,3.184
Lithuania,63.0,299.0,3.116
Ukraine,41.0,196.0,3.101
Réunion,28.0,135.0,3.084
Montenegro,14.0,69.0,3.042
PuertoRico,14.0,69.0,3.042
Turkey,670.0,3629.0,2.872
Nigeria,12.0,65.0,2.872
ChannelIslands,12.0,66.0,2.846
Aruba,5.0,28.0,2.816
Mayotte,6.0,36.0,2.708
Mauritius,12.0,81.0,2.541
DominicanRepublic,72.0,488.0,2.535
NewZealand,53.0,368.0,2.504
NewCaledonia,2.0,14.0,2.493
TrinidadandTobago,9.0,65.0,2.454
Kyrgyzstan,6.0,44.0,2.435
Bermuda,2.0,15.0,2.408
Madagascar,3.0,23.0,2.382
Zambia,2.0,16.0,2.333
Ghana,16.0,132.0,2.299
IvoryCoast,9.0,96.0,2.050
Djibouti,1.0,11.0,2.023
IsleofMan,2.0,25.0,1.921
ElSalvador,1.0,13.0,1.892
