2020/06/06 00:02:59 UTC
Canada,"94,335",+609,"7,702 ",+65,"52,561","34,072","1,727","2,501",204,"1,830,422","48,528","37,719,025 ",North America
Pakistan,"89,249","+3,985","1,838 ",+68,"31,198","56,213",111,405,8,"638,323","2,894","220,568,077 ",Asia
Qatar,"65,495","+1,754",49 ,+4,"40,935","24,511",238,"23,326",17,"246,362","87,742","2,807,805 ",Asia
Bangladesh,"60,391","+2,828",811 ,+30,"12,804","46,776",1,367,5,"372,365","2,263","164,573,672 ",Asia
Belgium,"58,907",+140,"9,566 ",+18,"16,112","33,229",137,"5,084",826,"912,165","78,728","11,586,214 ",Europe
Netherlands,"47,152",+210,"6,005 ",+15,N/A,N/A,97,"2,752",351,"388,113","22,654","17,132,352 ",Europe
Belarus,"46,868",+887,259 ,+6,"22,066","24,543",92,"4,960",27,"597,013","63,179","9,449,526 ",Europe
South Africa,"43,434","+2,642",908 ,+60,"23,088","19,438",208,733,15,"850,871","14,360","59,254,905 ",Africa
Sweden,"42,939","+1,056","4,639 ",+77,N/A,N/A,265,"4,254",460,"275,500","27,291","10,094,947 ",Europe
Ecuador,"41,575",+609,"3,534 ",+48,"20,568","17,473",252,"2,359",201,"120,845","6,857","17,623,415 ",South America
UAE,"37,642",+624,274  ,+1,"20,337","17,031",1,"3,809",28,"2,145,493","217,115","9,881,840 ",Asia
Singapore,"37,183",+261,24 ,,"24,209","12,950",4,"6,359",4,"408,495","69,862","5,847,148 ",Asia
Colombia,"36,635","+1,515","1,145 ",+58,"13,638","21,852",335,721,23,"386,938","7,610","50,844,444 ",South America
Portugal,"33,969",+377,"1,465 ",+10,"20,526","11,978",58,"3,331",144,"873,998","85,698","10,198,608 ",Europe
Egypt,"31,115","+1,348","1,166 ",+40,"8,158","21,791",41,304,11,"135,000","1,321","102,189,071 ",Africa
Switzerland,"30,936",+23,"1,921 ",,"28,600",415,29,"3,576",222,"415,915","48,081","8,650,247 ",Europe
Kuwait,"30,644",+723,244 ,+8,"18,277","12,123",197,"7,183",57,"308,900","72,411","4,265,955 ",Asia
Indonesia,"29,521",+703,"1,770 ",+49,"9,443","18,308",,108,6,"380,973","1,394","273,318,704 ",Asia
Ukraine,"25,964",+553,762 ,+15,"11,372","13,830",298,593,17,"403,551","9,224","43,750,132 ",Europe
Poland,"25,410",+362,"1,137 ",+20,"12,410","11,863",160,671,30,"1,014,937","26,815","37,849,296 ",Europe
Ireland,"25,163",+21,"1,670 ",+6,"22,698",795,36,"5,100",338,"348,416","70,617","4,933,861 ",Europe
Argentina,"21,037",+840,632 ,+24,"6,088","14,317",274,466,14,"183,862","4,071","45,166,698 ",South America
Philippines,"20,626",+244,987 ,+3,"4,330","15,309",82,188,9,"398,914","3,644","109,475,626 ",Asia
Romania,"20,103",+196,"1,316 ",+11,"14,145","4,642",152,"1,045",68,"484,782","25,189","19,245,644 ",Europe
Afghanistan,"18,969",+915,309 ,+9,"1,762","16,898",19,488,8,"45,139","1,162","38,860,571 ",Asia
Dominican Republic,"18,708",+389,525 ,+5,"11,736","6,447",110,"1,726",48,"90,141","8,315","10,840,235 ",North America
Israel,"17,562",+67,291 ,,"15,026","2,245",30,"1,909",32,"622,323","67,662","9,197,590 ",Asia
Japan,"17,064",+46,907 ,+4,"14,972","1,185",98,135,7,"307,462","2,431","126,501,158 ",Asia
Austria,"16,843",+38,672 ,+2,"15,742",429,20,"1,871",75,"479,449","53,255","9,002,889 ",Europe
Panama,"15,463",+419,370 ,+7,"9,719","5,374",77,"3,588",86,"72,697","16,868","4,309,767 ",North America
Oman,"15,086",+770,72 ,+5,"3,451","11,563",60,"2,960",14,"102,644","20,141","5,096,376 ",Asia
Bahrain,"13,835",+539,22 ,+1,"8,585","5,228",12,"8,155",13,"354,122","208,725","1,696,592 ",Asia
Kazakhstan,"12,312",+245,52 ,,"6,903","5,357",62,656,3,"892,101","47,552","18,760,630 ",Asia
Bolivia,"12,245",+607,415 ,+15,"1,658","10,172",3,"1,050",36,"28,239","2,422","11,661,480 ",South America
Denmark,"11,875",+64,586 ,+4,"10,653",636,17,"2,051",101,"684,557","118,214","5,790,832 ",Europe
Nigeria,"11,844",+328,333 ,+10,"3,696","7,815",7,58,2,"73,064",355,"205,738,192 ",Africa
Armenia,"11,817",+596,183 ,+7,"3,513","8,121",10,"3,988",62,"65,161","21,992","2,962,876 ",Asia
S. Korea,"11,668",+39,273 ,,"10,506",889,15,228,5,"990,960","19,330","51,266,282 ",Asia
Serbia,"11,667",+96,247 ,+1,"6,931","4,489",12,"1,335",28,"266,061","30,443","8,739,599 ",Europe
Algeria,"9,935",+104,690 ,+9,"6,453","2,792",22,227,16,,,"43,791,767 ",Africa
Iraq,"9,846","+1,006",285 ,+14,"4,573","4,988",63,245,7,"281,901","7,021","40,152,757 ",Asia
Czechia,"9,529",+35,327 ,+1,"6,881","2,321",12,890,31,"464,499","43,380","10,707,664 ",Europe
Moldova,"9,247",+229,323 ,+8,"5,240","3,684",274,"2,292",80,"58,521","14,505","4,034,565 ",Europe
Ghana,"9,168",+283,42 ,+4,"3,457","5,669",3,296,1,"226,741","7,309","31,023,387 ",Africa
Norway,"8,522",+18,238 ,,"8,138",146,5,"1,573",44,"257,303","47,488","5,418,299 ",Europe
Malaysia,"8,266",+19,116 ,+1,"6,610","1,540",6,256,4,"560,738","17,341","32,336,127 ",Asia
Morocco,"8,071",+68,208 ,,"7,268",595,15,219,6,"275,349","7,466","36,879,268 ",Africa
Cameroon,"7,392",+603,205 ,+2,"4,575","2,612",28,279,8,,,"26,493,910 ",Africa
Australia,"7,251",+11,102 ,,"6,683",466,2,285,4,"1,579,192","61,981","25,478,762 ",Australia/Oceania
Finland,"6,941",+30,322 ,,"5,800",819,8,"1,253",58,"198,647","35,856","5,540,151 ",Europe
Azerbaijan,"6,860",+338,82 ,+4,"3,871","2,907",66,677,8,"328,385","32,408","10,132,778 ",Asia
Guatemala,"6,154",+394,158 ,+15,979,"5,017",5,344,9,"31,427","1,757","17,890,679 ",North America
Honduras,"5,880",+190,243 ,+9,648,"4,989",13,594,25,"14,790","1,495","9,892,998 ",North America
Sudan,"5,865",+151,347 ,+14,"1,924","3,594",,134,8,401,9,"43,769,644 ",Africa
Tajikistan,"4,370",+81,48 ,,"2,491","1,831",,459,5,,,"9,521,091 ",Asia
Senegal,"4,155",+134,45 ,,"2,276","1,834",15,249,3,"49,180","2,943","16,708,875 ",Africa
Djibouti,"4,123",+69,26 ,,"1,707","2,390",,"4,178",26,"34,551","35,008","986,952 ",Africa
Guinea,"4,060",+69,23 ,,"2,667","1,370",24,310,2,"14,407","1,099","13,104,342 ",Africa
Luxembourg,"4,032",+5,110 ,,"3,885",37,3,"6,449",176,"83,673","133,829","625,225 ",Europe
Uzbekistan,"4,007",+68,16 ,,"3,247",744,10,120,0.5,"748,555","22,389","33,433,825 ",Asia
Hungary,"3,970",+16,542 ,+3,"2,245","1,183",21,411,56,"202,606","20,970","9,661,922 ",Europe
DRC,"3,764",+120,81 ,+3,512,"3,171",,42,0.9,,,"89,338,858 ",Africa
Ivory Coast,"3,431",+169,36 ,+1,"1,604","1,791",,130,1,"29,856","1,134","26,326,964 ",Africa
Thailand,"3,102",+1,58 ,,"2,971",73,1,44,0.8,"420,529","6,026","69,788,308 ",Asia
Gabon,"3,101",+146,21 ,,833,"2,247",13,"1,396",9,"16,730","7,530","2,221,643 ",Africa
Greece,"2,967",+15,180 ,,"1,374","1,413",9,285,17,"193,929","18,600","10,426,255 ",Europe
Nepal,"2,912",+278,11 ,+1,333,"2,568",,100,0.4,"221,332","7,607","29,097,598 ",Asia
El Salvador,"2,849",+68,53 ,+2,"1,249","1,547",58,439,8,"101,604","15,670","6,483,981 ",North America
North Macedonia,"2,790",+179,149 ,+2,"1,632","1,009",34,"1,339",72,"33,114","15,894","2,083,380 ",Europe
Haiti,"2,740",+100,50 ,,24,"2,666",,241,4,"5,717",502,"11,392,561 ",North America
Bulgaria,"2,627",+34,159 ,,"1,390","1,078",8,378,23,"87,890","12,643","6,951,664 ",Europe
Bosnia and Herzegovina,"2,606",+12,159 ,,"1,968",479,4,794,48,"69,654","21,222","3,282,088 ",Europe
Kenya,"2,474",+134,79 ,+1,643,"1,752",7,46,1,"90,875","1,693","53,680,055 ",Africa
Croatia,"2,247",,103 ,,"2,113",31,3,547,25,"68,267","16,623","4,106,842 ",Europe
Somalia,"2,204",,79 ,,418,"1,707",2,139,5,,,"15,857,611 ",Africa
Cuba,"2,133",+14,83 ,,"1,848",202,3,188,7,"114,464","10,105","11,327,066 ",North America
Venezuela,"2,087",,20 ,,334,"1,733",,73,0.7,"995,522","35,003","28,441,089 ",South America
Mayotte,"2,079",+21,25 ,,"1,523",531,12,"7,635",92,"8,150","29,930","272,300 ",Africa
Kyrgyzstan,"1,936",+37,22 ,+2,"1,340",574,5,297,3,"124,434","19,096","6,516,228 ",Asia
Estonia,"1,910",+20,69 ,,"1,667",174,,"1,440",52,"88,000","66,341","1,326,476 ",Europe
Maldives,"1,883",+11,7 ,,717,"1,159",9,"3,488",13,"28,440","52,683","539,834 ",Asia
Iceland,"1,806",,10 ,,"1,794",2,,"5,295",29,"62,230","182,444","341,091 ",Europe
Ethiopia,"1,805",+169,19 ,+1,262,"1,524",18,16,0.2,"131,368","1,145","114,739,889 ",Africa
Sri Lanka,"1,801",+4,11 ,,858,932,1,84,0.5,"72,180","3,372","21,407,188 ",Asia
Lithuania,"1,694",+7,71 ,,"1,302",321,17,622,26,"326,294","119,763","2,724,507 ",Europe
Slovakia,"1,526",,28 ,,"1,379",119,,280,5,"185,596","33,995","5,459,469 ",Europe
New Zealand,"1,504",,22 ,,"1,481",1,,301,4,"288,987","57,773","5,002,100 ",Australia/Oceania
Mali,"1,485",+24,87 ,+2,816,582,,74,4,"3,483",172,"20,203,690 ",Africa
Slovenia,"1,479",+2,109 ,,"1,359",11,,711,52,"83,529","40,179","2,078,919 ",Europe
CAR,"1,451",+163,4 ,,29,"1,418",,301,0.8,"15,881","3,292","4,823,511 ",Africa
Guinea-Bissau,"1,368",+29,12 ,+4,153,"1,203",,696,6,"1,500",764,"1,964,376 ",Africa
Lebanon,"1,312",+6,28 ,,768,516,6,192,4,"92,175","13,501","6,827,373 ",Asia
Equatorial Guinea,"1,306",,12 ,,200,"1,094",,933,9,"8,268","5,909","1,399,153 ",Africa
Costa Rica,"1,228",+34,10 ,,695,523,4,241,2,"28,753","5,648","5,090,858 ",North America
Albania,"1,212",+15,33 ,,910,269,5,421,11,"15,810","5,493","2,878,001 ",Europe
Nicaragua,"1,118",,46 ,,370,702,,169,7,,,"6,618,915 ",North America
Hong Kong,"1,103",+4,4 ,,"1,045",54,2,147,0.5,"202,930","27,084","7,492,751 ",Asia
Zambia,"1,089",,7 ,,912,170,1,59,0.4,"28,236","1,539","18,342,575 ",Africa
Tunisia,"1,087",,49 ,,969,69,1,92,4,"54,150","4,585","11,809,865 ",Africa
Paraguay,"1,087",+1,11 ,,516,560,2,153,2,"35,258","4,948","7,126,251 ",South America
Latvia,"1,085",+3,25 ,,781,279,3,575,13,"115,461","61,173","1,887,445 ",Europe
South Sudan,994,,10 ,,6,978,,89,0.9,"3,356",300,"11,184,347 ",Africa
Madagascar,975,+18,7 ,,201,767,9,35,0.3,"12,907",467,"27,634,723 ",Africa
Niger,966,+3,65 ,,863,38,,40,3,"6,119",254,"24,132,092 ",Africa
Cyprus,960,+2,17 ,,807,136,4,796,14,"125,312","103,842","1,206,752 ",Asia
Sierra Leone,929,+15,47 ,,580,302,,117,6,,,"7,964,638 ",Africa
Burkina Faso,888,+3,53 ,,760,75,,43,3,,,"20,857,394 ",Africa
Mauritania,883,+99,43 ,+4,69,771,,190,9,"7,654","1,650","4,639,954 ",Africa
Andorra,852,,51 ,,741,60,7,"11,028",660,"3,750","48,539","77,257 ",Europe
Chad,836,+8,68 ,+2,657,111,,51,4,,,"16,387,798 ",Africa
Uruguay,834,+2,23 ,,721,90,4,240,7,"47,433","13,658","3,472,922 ",South America
Georgia,805,+4,13 ,,650,142,6,202,3,"61,395","15,389","3,989,660 ",Asia
Jordan,784,+19,9 ,,571,204,5,77,0.9,"213,815","20,970","10,195,993 ",Asia
Diamond Princess,712,,13 ,,651,48,4,,,,, ,
San Marino,680,+2,42 ,,428,210,1,"20,044","1,238","4,749","139,981","33,926 ",Europe
Congo,635,+24,20 ,,182,433,,115,4,,,"5,507,429 ",Africa
Malta,625,+3,9 ,,583,33,,"1,416",20,"72,992","165,340","441,465 ",Europe
Jamaica,591,,10 ,,368,213,1,200,3,"13,813","4,666","2,960,293 ",North America
French Guiana,589,+33,1 ,,321,267,3,"1,976",3,,,"298,069 ",South America
Channel Islands,561,,46 ,,512,3,,"3,229",265,"10,255","59,021","173,751 ",Europe
Uganda,557,+35, ,,82,475,,12,,"99,092","2,172","45,621,966 ",Africa
Cabo Verde,536,+34,5 ,,239,292,,965,9,"1,307","2,353","555,558 ",Africa
Tanzania,509,,21 ,,183,305,7,9,0.4,,,"59,597,011 ",Africa
Sao Tome and Principe,499,+14,12 ,,68,419,,"2,280",55,175,800,"218,853 ",Africa
Togo,485,+20,13 ,,240,232,,59,2,"21,812","2,640","8,263,626 ",Africa
Réunion,480,+1,1 ,,411,68,1,536,1,"17,200","19,221","894,871 ",Africa
Yemen,469,+16,111 ,+8,23,335,,16,4,120,4,"29,775,362 ",Asia
Palestine,464,,3 ,,377,84,,91,0.6,"44,876","8,813","5,092,199 ",Asia
Taiwan,443,,7 ,,429,7,,19,0.3,"73,040","3,067","23,813,918 ",Asia
Rwanda,420,+10,2 ,,282,136,,32,0.2,"72,510","5,609","12,926,993 ",Africa
Malawi,409,+16,4 ,,55,350,3,21,0.2,"6,172",323,"19,090,825 ",Africa
Mozambique,354,+2,2 ,,119,233,,11,0.06,"12,343",396,"31,185,050 ",Africa
Mauritius,337,+2,10 ,,324,3,,265,8,"129,768","102,049","1,271,628 ",Africa
Isle of Man,336,,24 ,,312,0,,"3,953",282,"5,123","60,269","85,002 ",Europe
Liberia,334,+13,30 ,+2,176,128,,66,6,,,"5,048,427 ",Africa
Vietnam,328,, ,,307,21,1,3,,"275,000","2,827","97,277,260 ",Asia
Montenegro,324,,9 ,,315,0,,516,14,"13,186","20,995","628,061 ",Europe
Eswatini,305,+5,3 ,,221,81,5,263,3,"6,551","5,651","1,159,314 ",Africa
Benin,261,,3 ,,151,107,,22,0.2,"40,900","3,381","12,098,003 ",Africa
Libya,239,+30,5 ,,52,182,,35,0.7,"8,840","1,288","6,864,522 ",Africa
Zimbabwe,237,,4 ,,31,202,,16,0.3,"50,920","3,430","14,847,136 ",Africa
Myanmar,236,,6 ,,151,79,,4,0.1,"33,587",618,"54,384,701 ",Asia
Martinique,202,+2,14 ,,98,90,,538,37,,,"375,284 ",North America
Mongolia,191,+5, ,,70,121,15,58,,"15,807","4,827","3,274,394 ",Asia
Faeroe Islands,187,, ,,187,0,,"3,828",,"10,134","207,447","48,851 ",Europe
Gibraltar,174,+1, ,,153,21,,"5,164",,"8,733","259,201","33,692 ",Europe
Guadeloupe,164,+2,14 ,,144,6,1,410,35,"4,975","12,434","400,120 ",North America
Cayman Islands,164,+4,1 ,,93,70,,"2,497",15,"13,947","212,390","65,667 ",North America
Guyana,153,,12 ,,77,64,3,195,15,"1,719","2,186","786,295 ",South America
Bermuda,141,,9 ,,114,18,2,"2,263",144,"7,891","126,676","62,293 ",North America
Brunei ,141,,2 ,,138,1,1,323,5,"20,619","47,163","437,184 ",Asia
Comoros,132,,2 ,,55,75,,152,2,,,"868,181 ",Africa
Cambodia,125,, ,,123,2,1,7,,"22,456","1,344","16,702,170 ",Asia
Syria,124,,6 ,,53,65,,7,0.3,,,"17,467,375 ",Asia
Trinidad and Tobago,117,,8 ,,108,1,,84,6,"3,325","2,376","1,399,184 ",North America
Bahamas,102,,11 ,,55,36,2,260,28,"2,156","5,486","392,980 ",North America
Aruba,101,,3 ,,98,0,,946,28,"2,168","20,312","106,735 ",North America
Monaco,99,,4 ,,93,2,1,"2,524",102,"16,200","413,023","39,223 ",Europe
Barbados,92,,7 ,,81,4,1,320,24,"5,812","20,226","287,352 ",North America
Suriname,90,+8,1 ,,9,80,,154,2,782,"1,334","586,264 ",South America
Angola,86,,4 ,,21,61,1,3,0.1,"10,000",305,"32,782,300 ",Africa
Liechtenstein,82,,1 ,,55,26,,"2,151",26,900,"23,609","38,121 ",Europe
Sint Maarten,77,,15 ,,61,1,1,"1,797",350,470,"10,971","42,841 ",North America
Burundi,63,,1 ,,33,29,,5,0.08,284,24,"11,861,964 ",Africa
French Polynesia,60,, ,,60,0,,214,,"4,040","14,388","280,797 ",Australia/Oceania
Bhutan,48,+1, ,,11,37,,62,,"18,238","23,655","771,004 ",Asia
Macao,45,, ,,45,0,,69,,,,"648,693 ",Asia
Saint Martin,41,,3 ,,33,5,1,"1,062",78,614,"15,900","38,617 ",North America
Botswana,40,,1 ,,23,16,,17,0.4,"24,006","10,224","2,348,017 ",Africa
Eritrea,39,, ,,39,0,,11,,,,"3,542,858 ",Africa
Antigua and Barbuda,26,,3 ,,20,3,1,266,31,246,"2,513","97,873 ",North America
Gambia,26,,1 ,,21,4,,11,0.4,"1,907",791,"2,411,208 ",Africa
St. Vincent Grenadines,26,, ,,15,11,,234,,600,"5,409","110,916 ",North America
Namibia,25,, ,,16,9,,10,,"4,395","1,732","2,537,459 ",Africa
Timor-Leste,24,, ,,24,0,,18,,"1,568","1,191","1,316,552 ",Asia
Grenada,23,, ,,22,1,2,204,,"3,516","31,257","112,488 ",North America
Curaçao,21,,1 ,,15,5,,128,6,985,"6,004","164,048 ",North America
New Caledonia,20,, ,,18,2,,70,,"7,055","24,728","285,305 ",Australia/Oceania
Belize,19,+1,2 ,,16,1,,48,5,"1,741","4,384","397,087 ",North America
Laos,19,, ,,18,1,,3,,"7,824","1,077","7,267,859 ",Asia
Saint Lucia,19,, ,,18,1,,104,,"1,204","6,559","183,570 ",North America
Dominica,18,, ,,16,2,,250,,534,"7,419","71,974 ",North America
Fiji,18,, ,,18,0,,20,,"2,431","2,713","895,996 ",Australia/Oceania
Saint Kitts and Nevis,15,, ,,15,0,,282,,403,"7,579","53,173 ",North America
Falkland Islands,13,, ,,13,0,,"3,744",,535,"154,090","3,472 ",South America
Greenland,13,, ,,13,0,,229,,"2,288","40,308","56,763 ",North America
Turks and Caicos,12,,1 ,,11,0,,310,26,153,"3,956","38,679 ",North America
Vatican City,12,, ,,2,10,,"14,981",,,,801 ,Europe
Montserrat,11,,1 ,,10,0,,"2,204",200,61,"12,220","4,992 ",North America
Seychelles,11,, ,,11,0,,112,,,,"98,305 ",Africa
MS Zaandam,9,,2 ,,,7,,,,,, ,
Western Sahara,9,,1 ,,6,2,,15,2,,,"596,187 ",Africa
British Virgin Islands,8,,1 ,,7,0,,265,33,167,"5,527","30,217 ",North America
Papua New Guinea,8,, ,,8,0,,0.9,,"4,646",520,"8,934,255 ",Australia/Oceania
Caribbean Netherlands,7,, ,,7,0,,267,,424,"16,180","26,206 ",North America
St. Barth,6,, ,,6,0,,608,,137,"13,873","9,875 ",North America
Lesotho,4,, ,,2,2,,2,,"1,515",708,"2,141,070 ",Africa
Anguilla,3,, ,,3,0,,200,,41,"2,734","14,994 ",North America
Saint Pierre Miquelon,1,, ,,1,0,,173,,,,"5,796 ",North America
China,"83,027",+5,"4,634 ",,"78,327",66,2,58,3,,,"1,439,323,776 ",Asia
Total:,"2,211,727","+36,036","133,270","+2,127","876,238","1,202,219","19,452",,,,,,North America
Total:,"1,072,070","+41,980","47,444","+1,369","507,440","517,186","11,720",,,,,,South America
Total:,"2,062,121","+16,963","177,959",+859,"1,055,808","828,354","7,314",,,,,,Europe
Total:,"1,292,123","+32,122","33,675",+617,"784,189","474,259","14,574",,,,,,Asia
Total:,"179,309","+7,126","4,942",+159,"80,322","94,045",443,,,,,,Africa
Total:,"8,861",+11,124,,"8,268",469,2,,,,,,Australia/Oceania
Total:,721,,15,,651,55,4,,,,,,
Total:,"6,826,932","+134,238","397,429","+5,131","3,312,916","3,116,587","53,509",875.8,51.0,,,,All
