name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1170,123,956.0,91.0,10,0.0,17706.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,917.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,788.0
Miyagi,宮城県,88,0,87.0,1.0,0,0.0,3314.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,967.0
Yamagata,山形県,69,1,68.0,0.0,1,0.0,2479.0
Fukushima,福島県,81,2,79.0,0.0,0,0.0,5599.0
Ibaraki,茨城県,168,3,155.0,10.0,0,0.0,5050.0
Tochigi,栃木県,66,1,65.0,0.0,0,0.0,5520.0
Gunma,群馬県,151,4,128.0,19.0,0,0.0,4353.0
Saitama,埼玉県,1021,22,947.0,52.0,4,0.0,27215.0
Chiba,千葉県,919,28,846.0,45.0,3,0.0,16716.0
Tokyo,東京都,5592,391,4887.0,314.0,21,0.0,16351.0
Kanagawa,神奈川県,1411,138,1183.0,90.0,23,0.0,11329.0
Niigata,新潟県,83,1,81.0,0.0,0,1.0,4595.0
Toyama,富山県,227,3,202.0,22.0,0,0.0,3661.0
Ishikawa,石川県,299,31,241.0,27.0,2,0.0,2845.0
Fukui,福井県,122,0,114.0,8.0,0,0.0,3028.0
Yamanashi,山梨県,71,2,68.0,1.0,0,0.0,4911.0
Nagano,長野県,76,1,75.0,,0,0.0,3021.0
Gifu,岐阜県,154,4,143.0,7.0,2,0.0,4259.0
Shizuoka,静岡県,77,3,73.0,1.0,0,0.0,3680.0
Aichi,愛知県,516,10,467.0,34.0,0,5.0,11375.0
Mie,三重県,45,0,44.0,1.0,0,0.0,2645.0
Shiga,滋賀県,100,1,98.0,1.0,1,0.0,2091.0
Kyoto,京都府,360,4,338.0,18.0,0,0.0,9129.0
Osaka,大阪府,1786,30,1668.0,85.0,9,3.0,35176.0
Hyogo,兵庫県,699,3,653.0,43.0,0,0.0,11950.0
Nara,奈良県,92,0,90.0,2.0,0,0.0,3240.0
Wakayama,和歌山県,63,0,60.0,3.0,0,0.0,3856.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1425.0
Shimane,島根県,24,1,23.0,0.0,1,0.0,1202.0
Okayama,岡山県,25,0,25.0,,-,0.0,1833.0
Hiroshima,広島県,168,0,165.0,3.0,0,0.0,7460.0
Yamaguchi,山口県,37,1,36.0,0.0,1,0.0,1938.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,824.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2380.0
Ehime,愛媛県,82,6,72.0,4.0,0,0.0,2527.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1893.0
Fukuoka,福岡県,825,55,742.0,28.0,2,0.0,14991.0
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1559.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3034.0
Kumamoto,熊本県,48,0,45.0,3.0,0,0.0,4092.0
Oita,大分県,60,0,59.0,1.0,0,0.0,4421.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1480.0
Kagoshima,鹿児島県,11,1,10.0,0.0,0,0.0,2305.0
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,2962.0
