name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,279,106,161.0,12.0,,,,
Aomori,青森県,22,17,5.0,0.0,,,,
Iwate,岩手県,0,0,0.0,0.0,,,,
Miyagi,宮城県,64,59,5.0,0.0,,,,
Akita,秋田県,16,11,5.0,0.0,,,,
Yamagata,山形県,39,39,0.0,0.0,,,,
Fukushima,福島県,39,36,3.0,0.0,,,,
Ibaraki,茨城県,116,103,10.0,3.0,,,,
Tochigi,栃木県,38,31,7.0,0.0,,,,
Gunma,群馬県,97,90,5.0,2.0,,,,
Saitama,埼玉県,433,399,27.0,7.0,,,,
Chiba,千葉県,490,440,45.0,5.0,,,,
Tokyo,東京都,2332,2254,59.0,19.0,,,,
Kanagawa,神奈川県,594,525,55.0,14.0,,,,
Niigata,新潟県,45,20,25.0,0.0,,,,
Toyama,富山県,54,53,1.0,0.0,,,,
Ishikawa,石川県,131,125,5.0,1.0,,,,
Fukui,福井県,92,82,8.0,2.0,,,,
Yamanashi,山梨県,36,34,2.0,0.0,,,,
Nagano,長野県,35,31,4.0,0.0,,,,
Gifu,岐阜県,127,120,6.0,1.0,,,,
Shizuoka,静岡県,46,43,3.0,0.0,,,,
Aichi,愛知県,338,251,63.0,24.0,,,,
Mie,三重県,19,8,11.0,0.0,,,,
Shiga,滋賀県,51,46,5.0,0.0,,,,
Kyoto,京都府,210,173,34.0,3.0,,,,
Osaka,大阪府,895,736,152.0,7.0,,,,
Hyogo,兵庫県,403,327,61.0,15.0,,,,
Nara,奈良県,47,39,8.0,0.0,,,,
Wakayama,和歌山県,35,17,17.0,1.0,,,,
Tottori,鳥取県,1,1,0.0,0.0,,,,
Shimane,島根県,10,10,0.0,0.0,,,,
Okayama,岡山県,16,15,1.0,0.0,,,,
Hiroshima,広島県,66,63,3.0,0.0,,,,
Yamaguchi,山口県,25,20,5.0,0.0,,,,
Tokushima,徳島県,3,0,3.0,0.0,,,,
Kagawa,香川県,20,19,1.0,0.0,,,,
Ehime,愛媛県,39,33,4.0,2.0,,,,
Kochi,高知県,60,44,16.0,0.0,,,,
Fukuoka,福岡県,403,371,32.0,0.0,,,,
Saga,佐賀県,15,14,1.0,0.0,,,,
Nagasaki,長崎県,14,12,2.0,0.0,,,,
Kumamoto,熊本県,29,23,5.0,1.0,,,,
Oita,大分県,43,30,13.0,0.0,,,,
Miyazaki,宮崎県,17,14,3.0,0.0,,,,
Kagoshima,鹿児島県,4,4,0.0,0.0,,,,
Okinawa,沖縄県,76,73,3.0,0.0,,,,
Zenkoku,全国,7964,6961,884.0,119.0,,,,
