name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,1216,86,1032.0,98.0,6,0.0,19905.0,
Aomori,青森県,27,0,26.0,1.0,0,0.0,965.0,
Iwate,岩手県,0,0,0.0,0.0,0,0.0,918.0,
Miyagi,宮城県,91,3,87.0,1.0,0,0.0,3623.0,
Akita,秋田県,16,0,16.0,0.0,0,0.0,990.0,
Yamagata,山形県,69,1,68.0,0.0,1,0.0,2526.0,
Fukushima,福島県,82,2,80.0,0.0,0,0.0,6507.0,
Ibaraki,茨城県,172,6,156.0,10.0,0,0.0,5235.0,
Tochigi,栃木県,66,0,65.0,0.0,0,0.0,6699.0,
Gunma,群馬県,152,2,131.0,19.0,0,0.0,4821.0,
Saitama,埼玉県,1090,75,950.0,65.0,4,0.0,33065.0,
Chiba,千葉県,941,29,867.0,45.0,2,0.0,17723.0,
Tokyo,東京都,5997,377,5295.0,325.0,17,0.0,75566.0,
Kanagawa,神奈川県,1451,64,1291.0,96.0,10,0.0,12347.0,
Niigata,新潟県,84,2,81.0,0.0,0,1.0,4860.0,
Toyama,富山県,227,0,205.0,22.0,0,0.0,3896.0,
Ishikawa,石川県,300,22,251.0,27.0,1,0.0,2884.0,
Fukui,福井県,122,0,114.0,8.0,0,0.0,3339.0,
Yamanashi,山梨県,72,0,71.0,1.0,0,0.0,5495.0,
Nagano,長野県,77,1,76.0,,0,0.0,3210.0,
Gifu,岐阜県,156,3,146.0,7.0,1,0.0,5051.0,
Shizuoka,静岡県,80,4,75.0,1.0,0,0.0,7324.0,
Aichi,愛知県,523,8,475.0,34.0,0,6.0,12445.0,
Mie,三重県,46,1,44.0,1.0,0,0.0,2823.0,
Shiga,滋賀県,101,1,99.0,1.0,0,0.0,2310.0,
Kyoto,京都府,366,4,344.0,18.0,0,0.0,9896.0,
Osaka,大阪府,1812,30,1696.0,86.0,4,0.0,39103.0,
Hyogo,兵庫県,704,7,654.0,43.0,0,0.0,14483.0,
Nara,奈良県,92,0,90.0,2.0,0,0.0,3760.0,
Wakayama,和歌山県,64,1,60.0,3.0,0,0.0,3955.0,
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1466.0,
Shimane,島根県,24,1,23.0,0.0,0,0.0,1232.0,
Okayama,岡山県,26,1,25.0,,-,0.0,1900.0,
Hiroshima,広島県,168,0,165.0,3.0,0,0.0,7744.0,
Yamaguchi,山口県,37,0,37.0,0.0,0,0.0,2202.0,
Tokushima,徳島県,6,0,4.0,1.0,0,1.0,858.0,
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2593.0,
Ehime,愛媛県,82,1,77.0,4.0,0,0.0,2586.0,
Kochi,高知県,74,0,71.0,3.0,0,0.0,1953.0,
Fukuoka,福岡県,844,22,789.0,33.0,2,0.0,15995.0,
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1609.0,
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3177.0,
Kumamoto,熊本県,49,1,45.0,3.0,0,0.0,4234.0,
Oita,大分県,60,0,59.0,1.0,0,0.0,4772.0,
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1549.0,
Kagoshima,鹿児島県,11,1,10.0,0.0,0,0.0,2534.0,
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,3012.0,
Zenkoku,全国,17831,756,16100.0,970.0,,,,
