name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections,ISO3155-2
Hokkaido,北海道,1109,156,863.0,90.0,10,0.0,15427.0,
Aomori,青森県,27,0,26.0,1.0,0,0.0,882.0,
Iwate,岩手県,0,0,0.0,0.0,0,0.0,705.0,
Miyagi,宮城県,88,0,87.0,1.0,0,0.0,3064.0,
Akita,秋田県,16,0,16.0,0.0,0,0.0,942.0,
Yamagata,山形県,69,2,67.0,0.0,1,0.0,2444.0,
Fukushima,福島県,81,3,78.0,0.0,0,0.0,4984.0,
Ibaraki,茨城県,168,3,155.0,10.0,0,0.0,4772.0,
Tochigi,栃木県,66,9,60.0,0.0,0,0.0,4700.0,
Gunma,群馬県,151,9,123.0,19.0,1,0.0,3904.0,
Saitama,埼玉県,1007,36,920.0,51.0,4,0.0,23212.0,
Chiba,千葉県,904,20,839.0,45.0,4,0.0,15358.0,
Tokyo,東京都,5369,363,4695.0,311.0,26,0.0,15681.0,
Kanagawa,神奈川県,1387,137,1163.0,87.0,19,0.0,10327.0,
Niigata,新潟県,83,1,81.0,0.0,0,1.0,4334.0,
Toyama,富山県,227,7,198.0,22.0,0,0.0,3482.0,
Ishikawa,石川県,299,35,237.0,27.0,2,0.0,2783.0,
Fukui,福井県,122,1,113.0,8.0,1,0.0,2821.0,
Yamanashi,山梨県,65,2,62.0,1.0,0,0.0,4259.0,
Nagano,長野県,76,5,71.0,,0,0.0,2839.0,
Gifu,岐阜県,151,2,142.0,7.0,1,0.0,3874.0,
Shizuoka,静岡県,75,2,72.0,1.0,0,0.0,3603.0,
Aichi,愛知県,509,8,463.0,34.0,0,4.0,10467.0,
Mie,三重県,45,0,44.0,1.0,0,0.0,2561.0,
Shiga,滋賀県,100,2,97.0,1.0,1,0.0,1957.0,
Kyoto,京都府,358,8,332.0,18.0,0,0.0,8435.0,
Osaka,大阪府,1784,68,1628.0,84.0,15,4.0,33273.0,
Hyogo,兵庫県,699,5,652.0,42.0,4,0.0,11498.0,
Nara,奈良県,92,1,89.0,2.0,0,0.0,2898.0,
Wakayama,和歌山県,63,0,60.0,3.0,0,0.0,3768.0,
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1385.0,
Shimane,島根県,24,1,23.0,0.0,1,0.0,1159.0,
Okayama,岡山県,25,0,25.0,,-,0.0,1757.0,
Hiroshima,広島県,168,3,162.0,3.0,0,0.0,7136.0,
Yamaguchi,山口県,37,1,36.0,0.0,1,0.0,1837.0,
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,773.0,
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2274.0,
Ehime,愛媛県,82,18,60.0,4.0,1,0.0,2389.0,
Kochi,高知県,74,0,71.0,3.0,0,0.0,1832.0,
Fukuoka,福岡県,797,129,641.0,27.0,5,0.0,13960.0,
Saga,佐賀県,47,0,45.0,0.0,0,2.0,1482.0,
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,2883.0,
Kumamoto,熊本県,48,1,44.0,3.0,0,0.0,4015.0,
Oita,大分県,60,1,58.0,1.0,0,0.0,4202.0,
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1414.0,
Kagoshima,鹿児島県,10,0,10.0,0.0,0,0.0,1982.0,
Okinawa,沖縄県,142,2,137.0,7.0,1,0.0,2908.0,
Zenkoku,全国,16774,1041,14813.0,916.0,,,,
