name,name_jp,npatients,ncurrentpatients,nexits,ndeaths,nheavycurrentpatients,nunknowns,ninspections
Hokkaido,北海道,1189,108,988.0,93.0,11,0.0,18606.0
Aomori,青森県,27,0,26.0,1.0,0,0.0,937.0
Iwate,岩手県,0,0,0.0,0.0,0,0.0,837.0
Miyagi,宮城県,89,1,87.0,1.0,0,0.0,3398.0
Akita,秋田県,16,0,16.0,0.0,0,0.0,979.0
Yamagata,山形県,69,1,68.0,0.0,1,0.0,2496.0
Fukushima,福島県,82,2,80.0,0.0,0,0.0,5961.0
Ibaraki,茨城県,168,3,155.0,10.0,0,0.0,5125.0
Tochigi,栃木県,66,1,65.0,0.0,0,0.0,6007.0
Gunma,群馬県,151,2,130.0,19.0,0,0.0,4546.0
Saitama,埼玉県,1027,21,941.0,65.0,3,0.0,29886.0
Chiba,千葉県,922,22,855.0,45.0,2,0.0,17021.0
Tokyo,東京都,5709,318,5071.0,320.0,18,0.0,64844.0
Kanagawa,神奈川県,1428,70,1265.0,93.0,10,0.0,11826.0
Niigata,新潟県,84,2,81.0,0.0,0,1.0,4711.0
Toyama,富山県,227,0,205.0,22.0,0,0.0,3787.0
Ishikawa,石川県,299,25,247.0,27.0,2,0.0,2860.0
Fukui,福井県,122,0,114.0,8.0,0,0.0,3159.0
Yamanashi,山梨県,72,2,69.0,1.0,0,0.0,5175.0
Nagano,長野県,77,2,75.0,,0,0.0,3088.0
Gifu,岐阜県,155,4,144.0,7.0,2,0.0,4638.0
Shizuoka,静岡県,80,5,74.0,1.0,0,0.0,3744.0
Aichi,愛知県,521,10,471.0,34.0,0,6.0,11750.0
Mie,三重県,46,1,44.0,1.0,0,0.0,2690.0
Shiga,滋賀県,101,2,98.0,1.0,1,0.0,2172.0
Kyoto,京都府,363,4,341.0,18.0,0,0.0,9418.0
Osaka,大阪府,1798,31,1681.0,86.0,6,0.0,36938.0
Hyogo,兵庫県,699,3,653.0,43.0,0,0.0,13745.0
Nara,奈良県,92,0,90.0,2.0,0,0.0,3491.0
Wakayama,和歌山県,63,0,60.0,3.0,0,0.0,3883.0
Tottori,鳥取県,3,0,3.0,0.0,0,0.0,1441.0
Shimane,島根県,24,1,23.0,0.0,1,0.0,1208.0
Okayama,岡山県,25,0,25.0,,-,0.0,1860.0
Hiroshima,広島県,168,0,165.0,3.0,0,0.0,7568.0
Yamaguchi,山口県,37,1,36.0,0.0,1,0.0,2045.0
Tokushima,徳島県,5,0,4.0,1.0,0,0.0,838.0
Kagawa,香川県,28,0,28.0,0.0,0,0.0,2467.0
Ehime,愛媛県,82,4,74.0,4.0,0,0.0,2558.0
Kochi,高知県,74,0,71.0,3.0,0,0.0,1917.0
Fukuoka,福岡県,833,29,776.0,28.0,3,0.0,15320.0
Saga,佐賀県,47,0,47.0,0.0,0,0.0,1588.0
Nagasaki,長崎県,17,0,16.0,1.0,0,0.0,3093.0
Kumamoto,熊本県,48,0,45.0,3.0,0,0.0,4164.0
Oita,大分県,60,0,59.0,1.0,0,0.0,4556.0
Miyazaki,宮崎県,17,0,17.0,0.0,0,0.0,1509.0
Kagoshima,鹿児島県,11,1,10.0,0.0,0,0.0,2413.0
Okinawa,沖縄県,142,0,139.0,7.0,0,0.0,2986.0
Zenkoku,全国,17363,676,15732.0,952.0,,,
